id,revenue
3001,6784902.076532637
3002,1486983.1852772457
3003,8655093.757658828
3004,13527898.626101544
3005,876106.1020797048
3006,1878145.0868709104
3007,2691911.878798253
3008,33824594.85642434
3009,23823398.320290193
3010,466017032.87158346
3011,312108.02959264675
3012,110432.60050018001
3013,30107568.541127257
3014,308892.3079799513
3015,23376091.101388663
3016,49218.01270541304
3017,92516362.6197102
3018,188737817.3361616
3019,12725130.521598797
3020,473764031.38917875
3021,18636848.411903724
3022,24059999.346056998
3023,85357.75353219603
3024,11211165.740347471
3025,346136.67425245175
3026,89696371.10563232
3027,2462023.121804268
3028,113202651.7805742
3029,155401.0123292297
3030,15346496.499107074
3031,4906606.408949331
3032,3437498.2441464257
3033,1994.2973418507893
3034,190770.24351221693
3035,250292.22834292494
3036,29657351.086000785
3037,53846925.61741525
3038,26661653.467786998
3039,6261039.671474286
3040,2544121.07029145
3041,19895647.058446538
3042,2738363.8701602505
3043,5481158.419521553
3044,1955496.657416941
3045,636755180.5112209
3046,912099.7515953041
3047,1147221.226560751
3048,25672762.07691654
3049,41803911.08175679
3050,40156368.737380624
3051,138.27750814478534
3052,14315167.717994932
3053,155455.03201277184
3054,209751.2044059468
3055,47986552.87907901
3056,44855.07072518194
3057,14573025.585972698
3058,243369820.17058513
3059,424555.44326883485
3060,89524688.63202775
3061,28729539.364028726
3062,4135377.9364882847
3063,8765400.461589508
3064,49576519.27159986
3065,48617865.24904221
3066,39280005.98043001
3067,107897.66777528066
3068,93824201.4285416
3069,291541227.1055787
3070,969251.2376133531
3071,3104002.8912123395
3072,444474063.06077623
3073,3042711.081035326
3074,237719.9521131059
3075,84877857.83850712
3076,109185309.94869187
3077,1658451.252501938
3078,80242132.17646272
3079,36792848.55080752
3080,172769007.1047614
3081,16234697.167657107
3082,3168333.603254316
3083,6918779.670788878
3084,1569.947294242319
3085,18131114.99426037
3086,65293026.16255954
3087,36925.32478355873
3088,397833.15015908825
3089,9476.700912658504
3090,47994470.72434957
3091,13722361.097741866
3092,1589391.5597141832
3093,202280774.66263255
3094,141557416.6482417
3095,32700082.85595941
3096,1381850.4462813905
3097,541125125.652176
3098,28564581.98044621
3099,50177293.96995794
3100,7241261.704285946
3101,13225248.754647374
3102,119053.46372521478
3103,1023086.316750334
3104,1865575.8446913224
3105,57955206.42791977
3106,72459179.69260588
3107,32933640.32302198
3108,7549697.856666924
3109,9711855.660389066
3110,359705329.5710071
3111,798183.5968290587
3112,119486.27602616933
3113,2368770.8429009626
3114,18426160.411189854
3115,11428647.438379267
3116,7234507.362398845
3117,571112.2443491912
3118,529278.0861602143
3119,303197903.6231187
3120,16530238.166512674
3121,262321.5167957636
3122,5832621.826080898
3123,18359147.461440843
3124,459113.21569217247
3125,404662.6352254602
3126,31007434.696964677
3127,13589478.687247667
3128,20520804.77453484
3129,299239934.44862723
3130,12743136.697492728
3131,805014.8662994414
3132,7603156.791417251
3133,1194307.8585780847
3134,12246794.448716363
3135,1763240.3143060987
3136,4688072.104787942
3137,23302303.140031774
3138,602089.756407879
3139,15359977.985673737
3140,148168039.68749616
3141,7136417.07057665
3142,679385.1779467079
3143,244517964.97258678
3144,4538457.537192232
3145,1336559.1420036696
3146,854685.3788543044
3147,4888897.474914458
3148,990796.0002284143
3149,13239129.279014667
3150,54997497.095981665
3151,11185741.781852605
3152,35707924.383750685
3153,802885.2414176231
3154,3388382.649215334
3155,35684962.210747644
3156,4146503.5258103246
3157,15512907.40307456
3158,215048756.07617095
3159,5163079.535181263
3160,17522875.030516993
3161,210927.76673930144
3162,1956696.4713441164
3163,129292118.1326761
3164,1979466.4731755997
3165,118896.44226941891
3166,246208.66676797415
3167,81829945.96621545
3168,632973.9112169204
3169,19699943.62123926
3170,8199033.962566474
3171,22306216.917245388
3172,36398587.565560006
3173,954791.944987009
3174,249636.83919091857
3175,11493080.241748303
3176,71619111.33218141
3177,109835574.87546667
3178,1784857.4255591165
3179,7726664.870250475
3180,1256568.5420019669
3181,188962.73677613636
3182,178705116.9637684
3183,25991979.600220006
3184,37751400.0778176
3185,91902475.94519307
3186,58393189.67240013
3187,2714483.5738667115
3188,13752949.76629476
3189,94739227.51531309
3190,21203076.258988127
3191,5548186.0675211325
3192,3090362.816251216
3193,211828373.70031518
3194,43695755.67620772
3195,80060.56560813694
3196,5114362.284267654
3197,9356626.14280105
3198,26633311.005881056
3199,285152905.5836577
3200,8365147.022434188
3201,2212141.0582731655
3202,7857689.628938551
3203,1805443.1690175338
3204,3443471.372795517
3205,1117108.8322652753
3206,15291155.196026348
3207,42730585.26673134
3208,763766.1918815725
3209,5081229.024009818
3210,720787414.471956
3211,517828.3033824785
3212,69917389.84957793
3213,20957912.609854158
3214,2796572.2719645696
3215,1414363.302715991
3216,5557338.481244751
3217,348323285.2646345
3218,7788253.442815561
3219,127644.72018592553
3220,88253411.70511986
3221,12698172.576548822
3222,501644.1691060092
3223,26776241.6214951
3224,223.3142022968719
3225,2439322.979334002
3226,12047270.19588302
3227,62439063.8077193
3228,94704163.83415931
3229,197821072.35451865
3230,33438889.04619772
3231,17971070.901356433
3232,15657507.457342587
3233,4310242.04044429
3234,3355661.6880824836
3235,453411.1826844576
3236,75223.11155624426
3237,14776985.692552557
3238,1173909.866064214
3239,52885.57961674247
3240,251474939.4876688
3241,3010343.5804216466
3242,5669338.379631231
3243,3542362.7621901007
3244,420054.75018614205
3245,230788.08857095678
3246,10210716.894295083
3247,7996499.100446923
3248,63339223.744157426
3249,35789048.102048054
3250,404138612.2147894
3251,802133.1657928023
3252,19879862.95621682
3253,91859368.12100907
3254,847559.2013300847
3255,61421.66038830902
3256,9097661.996574031
3257,3058702.316868841
3258,10917822.888843523
3259,29999364.065473147
3260,791717.3810072462
3261,491437934.052919
3262,13836174.167216402
3263,325091.3877895188
3264,144762.10034195887
3265,34767.83153391732
3266,152332.75964421217
3267,28602959.14081432
3268,71267.22425365323
3269,33382976.3448218
3270,23094896.634201333
3271,2370649.4657937353
3272,6599420.383434323
3273,7909949.646490091
3274,451652574.4687118
3275,16520475.202427369
3276,234712.81302109454
3277,12067820.336550655
3278,25706667.438222934
3279,7249166.111161468
3280,337876241.37571573
3281,347200.2422238843
3282,3464088.154905894
3283,218601407.70623186
3284,31130261.487375077
3285,64397851.44525245
3286,531624.4943172447
3287,3317211.0059539652
3288,10293794.462734627
3289,83945590.51773259
3290,36990415.74306238
3291,63831786.164274156
3292,143034023.21617928
3293,44305999.577015765
3294,2444596.062426554
3295,10007624.891697748
3296,229069.34319189485
3297,1274459.6614546196
3298,45638480.18909998
3299,1818372.0925737536
3300,28514335.077815913
3301,230126.03950531062
3302,5179324.078048085
3303,675054.794354407
3304,7332061.801566166
3305,60208732.40888679
3306,507726.09504104644
3307,21640881.11639064
3308,11739919.962188631
3309,405228.291229751
3310,3870654.987836476
3311,6248535.863735897
3312,1135142.4216365644
3313,36593578.4881489
3314,26123628.13008624
3315,62856169.553961955
3316,31101927.806296967
3317,122726.5546499035
3318,107714.7535774328
3319,10537049.211422669
3320,8317228.832169361
3321,4088533.1297220266
3322,2271161.478990921
3323,124974029.08491829
3324,4489806.164742312
3325,119752982.34412257
3326,344234965.39851356
3327,57411077.764035985
3328,25895503.940600075
3329,3461624.7275154972
3330,133883667.86528565
3331,1137876.7487584897
