id,revenue
3001,4567252.254040526
3002,1751742.0623241712
3003,7490023.478215412
3004,12709002.086616244
3005,959432.8463720403
3006,1723243.4435331814
3007,2202242.009567688
3008,32080427.871340867
3009,25450749.205151062
3010,461257693.1191955
3011,405726.8103189544
3012,119071.33997174611
3013,30213960.218129158
3014,308440.08651494345
3015,21779580.58836936
3016,59548.768389737605
3017,93890246.93532443
3018,173510948.91911238
3019,11152002.701421931
3020,407801485.12804854
3021,20834165.638431747
3022,24620883.642321434
3023,108898.58700961649
3024,11145802.38511451
3025,395730.9118459932
3026,96464239.51128252
3027,3234470.952123625
3028,109367649.0839531
3029,176408.0433439457
3030,16148142.425269702
3031,4685755.538486451
3032,3477056.139105451
3033,3596.929365341178
3034,220019.87912935112
3035,312192.9041159777
3036,28470192.387909286
3037,52481366.25572604
3038,26658161.39068772
3039,6962025.491455023
3040,2335414.9479958224
3041,18407406.77880501
3042,2673630.2221641964
3043,5920125.33359932
3044,2021518.5966057773
3045,637456399.238201
3046,795980.2969693014
3047,1192256.9420923563
3048,25261134.289495446
3049,34364862.80687986
3050,41117204.47792597
3051,224.79741747105567
3052,16116610.193754477
3053,150955.37407174803
3054,204663.00538406373
3055,49695552.61633558
3056,62330.35267824765
3057,16454677.269793216
3058,243690955.91617894
3059,426484.22777784534
3060,91666138.75804658
3061,30932879.000427157
3062,4629898.845026685
3063,9437483.914430678
3064,47121783.721217
3065,45990018.61077067
3066,37235240.254048206
3067,159391.5144640155
3068,101199583.93515755
3069,266480573.3980054
3070,875071.9837449691
3071,2958586.525437844
3072,405067821.2683435
3073,2408817.6357593588
3074,344163.3433303963
3075,78569174.92525345
3076,120446085.17887628
3077,2292558.7366400743
3078,84377483.29548301
3079,35914098.75529682
3080,174107758.9944301
3081,15151981.30918947
3082,3405616.294977203
3083,7017624.899222376
3084,1879.3182865146437
3085,18538859.287284248
3086,66109941.78210422
3087,64292.20414380097
3088,336988.15394998004
3089,7450.688318998948
3090,48702431.1951173
3091,14748325.344598113
3092,1666171.1765993466
3093,206000128.36061668
3094,143179346.3178281
3095,32618571.477632657
3096,1603399.9929423495
3097,521825689.99018264
3098,29140299.747886434
3099,48886170.258636795
3100,6626228.742766797
3101,10653773.21965041
3102,190407.3692927291
3103,1092155.6967163438
3104,1390765.1611759
3105,54866588.13648391
3106,64498662.60487765
3107,32703405.148979403
3108,7462289.094240268
3109,8332531.427250792
3110,367571476.52723944
3111,1521338.1033789758
3112,143039.3693019942
3113,2637770.486252327
3114,18678528.269849703
3115,11480608.442959584
3116,5855868.990505238
3117,493039.2836509582
3118,529679.3713752565
3119,295968747.5006551
3120,19681579.110444307
3121,296077.0190489796
3122,5510648.161209469
3123,18147545.567643628
3124,585560.467252834
3125,427443.52870013873
3126,31174168.79207927
3127,10690566.118654149
3128,20186131.431479502
3129,295844362.30482584
3130,11249691.862382304
3131,883901.8580189159
3132,7598763.648467233
3133,888461.4509688374
3134,10826612.752454989
3135,1907610.0145547127
3136,4771854.8019599365
3137,24725020.228037257
3138,643355.1378887307
3139,15943367.821507702
3140,151770585.01805508
3141,6975059.741064853
3142,568054.9206842597
3143,239021310.60921228
3144,4707628.29477316
3145,1651737.4769154307
3146,1058943.8549689902
3147,5596926.960018915
3148,942759.2104803778
3149,16246527.593352983
3150,59587975.171578005
3151,10824747.912192017
3152,31905480.0501349
3153,872803.5492167242
3154,3431086.0224909494
3155,33773290.934397735
3156,3999999.3652500324
3157,15589034.714734273
3158,212192124.09113353
3159,5334885.740857505
3160,14236704.181851001
3161,201678.2346982062
3162,2033704.7868621484
3163,123110956.42920972
3164,1832212.0798087688
3165,148693.9659495433
3166,225449.90680745494
3167,73702704.71701914
3168,562533.4528473647
3169,22482098.98204466
3170,8690998.360312546
3171,22891164.5837016
3172,34495837.13595096
3173,932548.515179489
3174,321006.6638726732
3175,9206225.159302993
3176,66583542.543830775
3177,113856060.85170002
3178,1821349.08566141
3179,6606021.4497171845
3180,1382303.4497062867
3181,218004.5710986432
3182,171827903.04355556
3183,24523139.929544613
3184,34175736.30299525
3185,83695046.6746552
3186,57299522.65068889
3187,2459057.932646318
3188,14111394.257452257
3189,90174126.06351627
3190,20551199.834829785
3191,5999879.229100364
3192,2426769.012601749
3193,210066123.1238907
3194,43980351.63730124
3195,84726.39787357254
3196,4497614.581268502
3197,9334591.37885478
3198,10278624.03595999
3199,295504109.7776519
3200,7532966.745929167
3201,2338373.0482040467
3202,9066297.215706775
3203,1529377.571247505
3204,3109895.32129796
3205,833212.3848297695
3206,17345265.56651456
3207,46144039.30849302
3208,1045731.5086274262
3209,4533697.1768671805
3210,672830506.7502508
3211,576683.039479921
3212,73410590.2959434
3213,23251292.315293897
3214,2815063.4438932096
3215,1607201.7610312882
3216,5987172.842281703
3217,356538016.9468008
3218,6351657.363778184
3219,179828.5325408739
3220,86998823.50876397
3221,13872206.539214198
3222,617310.6360768393
3223,26746532.76376683
3224,405.5009571617106
3225,3072505.910298244
3226,13407985.716615055
3227,67031939.129207626
3228,98323940.28502645
3229,191635882.92208233
3230,32256546.547305606
3231,20205607.059461873
3232,15305966.722377056
3233,3890514.2651420804
3234,3399447.022246998
3235,499630.69277090457
3236,119190.24784919983
3237,16077214.94788384
3238,1488638.3738094287
3239,68056.31487359447
3240,259312149.08323303
3241,2592600.523443212
3242,5111157.188053398
3243,3001456.408258667
3244,358187.95335996704
3245,324114.3145649236
3246,10738471.253895484
3247,8995150.568054358
3248,65536755.16034382
3249,36633615.14201334
3250,381532216.80707145
3251,792014.0283747951
3252,19515115.27928409
3253,95359675.80331215
3254,671201.4322137746
3255,96530.46759456811
3256,9155605.529807393
3257,3464149.667614407
3258,10177762.404839361
3259,30095149.22817874
3260,930214.6259201386
3261,495780244.675338
3262,16997801.133255
3263,270973.64004394325
3264,119552.08957794277
3265,37979.81964942872
3266,141115.55819897415
3267,27792537.048237775
3268,60460.50264108672
3269,35698812.45486646
3270,29085350.182304498
3271,2130085.37309964
3272,6290185.468071483
3273,10671803.719627004
3274,433112559.02285707
3275,16034405.298046114
3276,220635.58871548675
3277,12642987.410669407
3278,25783726.1683669
3279,6361815.40971715
3280,322577474.53141826
3281,297352.69756352645
3282,3274942.284090374
3283,235089652.48827228
3284,30252717.021697234
3285,62892158.5878245
3286,463227.804865493
3287,2585091.337379349
3288,8924188.432871196
3289,82501961.01015596
3290,41064187.500751115
3291,59443591.86951637
3292,157292133.3925416
3293,43517703.970753476
3294,2387873.147011688
3295,9848033.729780179
3296,157233.14368950424
3297,1401794.3993436748
3298,48027398.245794505
3299,2110455.504964121
3300,29611539.321924172
3301,214031.1345913789
3302,5220064.883506047
3303,885958.1430308124
3304,6839541.162623234
3305,57288876.43374858
3306,556555.6668646378
3307,22400785.272178914
3308,13779403.245912818
3309,422933.71516976255
3310,3604322.3551729796
3311,4472058.7955558775
3312,1142128.6343787163
3313,33478780.137569964
3314,23654918.72037685
3315,60528564.25147692
3316,27644570.343845833
3317,146197.21164649088
3318,108794.1501199399
3319,8257626.655259397
3320,10177377.924482547
3321,4097094.4773587342
3322,2407005.382203957
3323,130057137.316741
3324,4682147.022747646
3325,110855792.70879935
3326,323321794.1420729
3327,61148444.604245335
3328,23891984.37640955
3329,3411112.076087019
3330,125610285.57663728
3331,1080655.2039868503
3332,87621597.82014138
3333,320467496.0894917
3334,1613185.6135729013
3335,21653078.10149549
3336,3140674.9251715117
3337,38379.4942601681
3338,12294608.627029289
3339,1019362.8488382557
3340,101845488.98173474
3341,4573099.757092834
3342,52774912.243864186
3343,97624397.45309563
3344,1052711.8466824463
3345,1884270.8476980585
3346,16391503.916404987
3347,82396.07279284621
3348,15340952.916109357
3349,65484400.95719638
3350,372257631.2731809
3351,10801994.221057368
3352,1954995.1464320996
3353,76956179.87563324
3354,3202737.160177858
3355,2871057.6067580385
3356,9256532.68034162
3357,388199.55142894085
3358,17449909.539020035
3359,15776686.53563536
3360,8610478.223211886
3361,67922886.82255737
3362,8415153.70440439
3363,2496283.6955737867
3364,14451427.976463266
3365,374542.3003880143
3366,84022792.39467615
3367,79631238.03808951
3368,1125499.2039707673
3369,23953849.70402939
3370,63815569.67148466
3371,53431643.638779216
3372,38539520.92627079
3373,39159732.198553234
3374,5822874.4577096505
3375,74645224.45283453
3376,25200559.802685954
3377,9648306.501551148
3378,10781133.996558994
3379,162799256.7571987
3380,36453803.24284638
3381,954595.5738331871
3382,278359.0621573649
3383,1953898.339016429
3384,18481494.43164135
3385,68990264.88631085
3386,554974.9156516194
3387,3277556.9286154537
3388,165936952.9571868
3389,611096749.242987
3390,4799486.294174765
3391,8394417.133331385
3392,11458991.367755456
3393,9462174.713889956
3394,24635223.644111004
3395,189367895.9347553
3396,6935660.613829956
3397,267008.83008765744
3398,314022744.35720193
3399,77753519.862246
3400,9647212.55107312
3401,2815121.269970758
3402,354686.9444529017
3403,70220765.32432818
3404,11592524.557608271
3405,7386087.949132363
3406,46327554.78588286
3407,191323038.48729068
3408,21399961.727116093
3409,1999186.2357551644
3410,29137456.295000806
3411,64300521.33468712
3412,9621061.633359117
3413,12965533.939279415
3414,456396.1997383508
3415,6401309.129834008
3416,40343311.78073243
3417,114089458.43489163
3418,43854797.01992093
3419,354898414.9508251
3420,453064.0141860748
3421,17251379.688602176
3422,615745.7386904992
3423,455119141.9894611
3424,168742.6742921345
3425,1766618.442415168
3426,9407639.154201785
3427,38799922.22488649
3428,3625160.530953752
3429,38150982.92978614
3430,363441815.8620098
3431,1698364.53465047
3432,3169753.389739401
3433,18946068.465268053
3434,2316677.4487098414
3435,288759966.3936437
3436,196438067.85850686
3437,538443.7855221584
3438,17068268.50896808
3439,41296523.390404254
3440,29751153.873955034
3441,78113899.43723746
3442,1345069.2043820827
3443,960056.0986716907
3444,188824.30691673982
3445,90584746.87488116
3446,177041.89511681517
3447,4803730.028842654
3448,11517155.670113655
3449,13520850.459249517
3450,115622896.15193003
3451,19943812.62316535
3452,29163474.92664476
3453,65316445.18021875
3454,19334115.37749259
3455,1849474.9829513542
3456,92624072.11624525
3457,9862441.75490407
3458,16592013.004409797
3459,507965706.1732821
3460,39530298.119629435
3461,5381871.21635034
3462,4383460.59898384
3463,38509246.88787948
3464,298944.79001251
3465,36842593.140057705
3466,13145471.673838848
3467,8992431.137910299
3468,136793146.57916516
3469,1254608.6357751878
3470,105521.22406649565
3471,30753699.627624437
3472,998310.3056624925
3473,22321924.8040685
3474,64083601.70073318
3475,236944925.17241675
3476,4488291.046548565
3477,10897449.381704064
3478,8346896.639162801
3479,207413163.93327105
3480,4824011.640430487
3481,3915999.256288209
3482,1884882.0463763678
3483,445403.9782243706
3484,3343071.2639533905
3485,108441802.06701751
3486,14617584.98863414
3487,124174588.6314844
3488,107467266.45938076
3489,7525174.48562251
3490,19050157.238511056
3491,11350058.885021823
3492,2857764.832075075
3493,7790141.115584433
3494,444548.68281134847
3495,108277501.07208921
3496,5913460.79796896
3497,94032873.8202799
3498,100955256.5212267
3499,15720437.743574815
3500,64609.11738254277
3501,56520198.090513006
3502,67791562.32985039
3503,61413363.91323704
3504,42437267.79339563
3505,2088755.598674759
3506,122547904.90001985
3507,83528676.48840718
3508,14106376.25438729
3509,11238138.305741794
3510,13037188.533820795
3511,17684674.61551435
3512,181590835.8103008
3513,6740407.601913696
3514,8190160.496287834
3515,1942900.147399346
3516,12508928.82732135
3517,663740251.4154695
3518,63919312.80766241
3519,2361672.4041515347
3520,1130970.0515959195
3521,382685.8952983785
3522,15161317.404913014
3523,15474853.99082444
3524,98707296.42077345
3525,99679451.11238156
3526,6858499.342738402
3527,7657124.548281242
3528,4418362.967469787
3529,371687099.5970144
3530,12079538.522878006
3531,43598227.07657224
3532,88054804.72046936
3533,19199150.91000154
3534,22552521.97075335
3535,232725077.64393684
3536,11336533.14303828
3537,78752276.65194808
3538,67935447.29583214
3539,21282251.431991424
3540,6896717.889185404
3541,15942284.612081636
3542,18916920.831296995
3543,193841.75415006472
3544,28497545.55761415
3545,285235.9629772626
3546,1047627.229677448
3547,179878900.2743565
3548,252378032.99228027
3549,2388924.3331921506
3550,22505535.52212787
3551,168125916.35366526
3552,63973201.44614738
3553,29979768.79427282
3554,106412280.79230618
3555,177545709.11408898
3556,27868912.91879017
3557,6808014.1656944305
3558,255739684.0816488
3559,36889513.247786015
3560,206720.16438834698
3561,36881268.55161648
3562,9907900.068928843
3563,6919888.16905617
3564,620217.4966573677
3565,8292045.960298539
3566,78183949.81622043
3567,1579241.983377775
3568,5001327.882726539
3569,154495184.73358765
3570,720186.4537752476
3571,51261314.99522353
3572,189565551.9591039
3573,5186311.106910822
3574,11025667.551609704
3575,3662073.908920652
3576,12051891.557223128
3577,13340856.012789767
3578,88041076.24236214
3579,29579697.32342078
3580,23614475.669585593
3581,6812629.44784771
3582,142298108.7735038
3583,323196.7061782535
3584,18817107.49216953
3585,16606798.347755646
3586,24008081.953529533
3587,417019.0316723307
3588,1629354.8911765704
3589,25774672.638035107
3590,9203708.262518689
3591,388687920.88475305
3592,744644.3927637219
3593,121342.68947566352
3594,1259.0831702061885
3595,27251224.979341365
3596,7139915.58643111
3597,5547059.654210205
3598,29938181.141625114
3599,8436215.187890863
3600,1357768.5625439098
3601,102498.98169272502
3602,548348.3029945483
3603,7566728.325882784
