id,revenue
3001,5827673.412323018
3002,1964296.7648140278
3003,7157184.019564571
3004,11826422.171173342
3005,694610.0848781129
3006,1989805.4684409408
3007,2397994.414801017
3008,35345679.88543009
3009,25128893.072787955
3010,409582187.79341435
3011,538017.3362728133
3012,156040.75577977803
3013,28771320.30140053
3014,246087.5023486669
3015,20654076.730735358
3016,37237.41746067396
3017,90817788.68523447
3018,168914136.02214348
3019,12176009.46392798
3020,493070644.871484
3021,19944416.773619596
3022,24889505.26214985
3023,144147.8347982612
3024,11309692.305382468
3025,392174.2857757266
3026,89930747.1702088
3027,3262489.493874294
3028,103614214.0482881
3029,239084.09185789086
3030,16847127.19051012
3031,5388640.990052365
3032,4630853.0211509345
3033,504.6288673824813
3034,261518.81619638187
3035,332231.3142905664
3036,29937250.31405755
3037,53321995.42477968
3038,21649695.472397264
3039,7056142.844907369
3040,2712979.4171243026
3041,20070412.43649157
3042,2329782.7061504237
3043,6914829.899381613
3044,1934927.6055990914
3045,514340359.19066674
3046,614002.0911870426
3047,1841107.4583451648
3048,25099309.80255777
3049,37694636.36940707
3050,41077414.988848686
3051,504.6288673824813
3052,16118679.584756019
3053,230648.32508577706
3054,317355.19156880485
3055,45789745.11012129
3056,83628.84259663693
3057,20734391.810679194
3058,216997956.92359456
3059,364095.6752178967
3060,89930747.1702088
3061,25540966.793489754
3062,4532039.610107309
3063,9365981.016906291
3064,45729106.95224297
3065,45745239.05772477
3066,41100712.875770696
3067,210360.2739919929
3068,91930355.30755678
3069,221107784.67353454
3070,1036296.6378832408
3071,2736166.480249711
3072,483201159.1642912
3073,2957009.1378664053
3074,330056.8078394848
3075,88979212.16646048
3076,114131882.35095672
3077,1513372.0370118923
3078,81844141.549299
3079,36215750.165722825
3080,152778395.54286313
3081,15564424.300399471
3082,5003587.948018501
3083,7101441.365609688
3084,504.6288673824813
3085,20393515.067030586
3086,66232544.16276381
3087,56677.1250869255
3088,220727.64166207533
3089,34544.1015878312
3090,45589765.068474814
3091,17151044.41956392
3092,864877.6218738346
3093,181412446.68899044
3094,126410877.1519967
3095,35383419.61234711
3096,1823978.7642523034
3097,516109703.9925888
3098,25737008.14863684
3099,47204373.25383311
3100,6498180.1520953495
3101,12690529.498135692
3102,293954.0340089743
3103,772985.242475415
3104,1357925.5287544234
3105,55158674.21944367
3106,64390853.9578804
3107,35383419.61234711
3108,7136226.162294798
3109,8877773.430850543
3110,466133365.672088
3111,848963.4219088926
3112,235005.58026097162
3113,2577228.9482132643
3114,18744799.622324858
3115,10831820.030933792
3116,6293577.896526553
3117,366788.9241738212
3118,424883.63792980276
3119,290633895.8613166
3120,15956825.920487646
3121,385772.18226148403
3122,5896381.809462837
3123,19138206.427016165
3124,704117.1718653106
3125,301952.6811225142
3126,28864629.304939084
3127,12831458.7460418
3128,20709430.987323295
3129,282942841.39155793
3130,12178971.135156328
3131,625019.1348491348
3132,6525545.546978164
3133,1044353.7129500341
3134,10423116.577743726
3135,1920555.9945486914
3136,6302744.732825467
3137,25180417.93186149
3138,686712.8703076394
3139,15374295.597088227
3140,128017898.49098447
3141,7045645.1837488515
